Number_of_People,Counters_Open,Avg_Service_Time,Time_of_Day,Queue_Type,Waiting_Time
287,4,2,3,Bank,149.04
144,6,14,4,Bank,337.48
101,11,18,17,Hospital,190.14
9,7,15,9,Bank,31.83
61,4,15,7,Bank,231.76
73,4,17,11,Office,316.48
122,7,18,21,Hospital,332.4
63,6,7,2,Hospital,85.07
37,13,8,17,Bank,25.34
54,11,2,22,Hospital,30.63
23,8,16,7,Office,54.24
218,1,19,0,Office,4159.99
201,10,14,13,Hospital,311.83
51,13,3,21,Hospital,30.73
171,11,16,22,Office,264.64
293,7,13,12,Hospital,578.27
145,12,16,11,Bank,195.02
88,7,19,2,Hospital,267.2
186,11,15,17,Bank,271.13
83,7,7,20,Office,103.98
219,7,13,12,Hospital,435.76
18,10,7,14,Office,29.56
219,14,10,9,Hospital,172.35
132,10,5,0,Bank,83.66
252,8,18,5,Hospital,594.93
33,9,3,8,Office,33.74
284,9,17,9,Bank,546.76
206,2,15,14,Hospital,1559.99
61,13,9,8,Office,58.57
222,13,15,22,Office,277.75
66,7,3,13,Hospital,55.46
161,7,17,10,Office,402.99
206,4,5,6,Bank,269.71
21,9,2,23,Hospital,15.51
10,8,15,1,Bank,35.64
62,12,9,13,Office,56.02
173,1,4,5,Office,712.5
86,2,6,4,Office,264.95
223,13,7,4,Bank,137.3
181,13,9,18,Office,142.56
208,2,7,18,Hospital,742.53
75,12,7,5,Hospital,68.59
270,12,5,9,Office,123.37
102,11,8,22,Hospital,99.43
295,8,8,13,Bank,303.08
212,1,4,16,Bank,845.95
6,4,9,2,Office,21.62
128,10,2,0,Hospital,42.59
284,12,2,9,Hospital,76.91
78,5,15,2,Office,255.31
170,9,7,4,Bank,153.59
26,7,11,18,Office,67.43
158,8,15,9,Hospital,312.51
299,14,5,15,Hospital,125.47
223,11,7,0,Office,154.03
161,9,17,5,Bank,309.41
234,13,2,8,Bank,33.11
24,7,7,4,Office,38.9
45,5,10,13,Hospital,101.0
152,13,16,9,Bank,196.84
112,5,13,1,Office,321.01
88,10,4,4,Hospital,51.63
294,11,12,0,Bank,332.09
138,6,16,9,Bank,384.35
211,5,4,21,Office,185.76
287,13,15,8,Hospital,353.2
270,12,3,2,Bank,74.96
77,11,5,14,Office,48.38
52,9,13,3,Bank,78.39
237,3,3,12,Hospital,262.92
104,3,18,5,Bank,621.81
63,7,4,19,Hospital,62.8
262,7,11,16,Bank,411.89
69,6,17,22,Bank,212.24
87,3,10,4,Office,302.52
158,14,12,14,Bank,136.81
270,13,16,7,Hospital,356.36
83,7,4,4,Office,68.93
154,5,17,23,Hospital,540.53
52,7,13,12,Hospital,121.62
252,2,6,0,Office,755.0
282,6,8,0,Hospital,386.76
102,14,10,6,Bank,91.9
29,8,19,21,Office,82.31
288,1,9,4,Bank,2588.96
72,4,13,13,Bank,239.11
11,11,3,14,Hospital,16.54
141,1,11,20,Hospital,1569.84
168,14,10,16,Bank,127.4
87,1,9,23,Office,799.25
142,10,2,17,Bank,37.91
77,12,7,6,Bank,64.43
241,14,13,21,Hospital,246.76
50,14,18,17,Hospital,87.49
110,11,3,18,Bank,48.16
292,8,12,19,Bank,445.28
266,7,19,6,Hospital,733.17
180,12,12,7,Bank,198.45
170,10,19,12,Hospital,343.95
149,13,9,17,Bank,114.13
287,1,16,23,Office,4602.57
58,11,10,10,Office,63.41
182,14,16,8,Bank,223.93
248,13,8,22,Hospital,179.51
131,2,14,0,Bank,932.49
275,4,14,21,Bank,978.05
136,1,2,7,Hospital,295.98
97,3,5,20,Bank,172.59
77,8,5,11,Hospital,66.9
252,8,5,1,Bank,175.97
277,8,14,14,Hospital,502.13
47,6,3,20,Bank,36.09
45,6,16,23,Office,129.37
174,5,5,17,Hospital,189.38
216,13,7,16,Office,129.65
172,9,4,14,Hospital,90.82
43,4,8,19,Hospital,111.58
249,10,7,19,Hospital,184.86
155,12,4,8,Hospital,72.36
115,12,5,2,Bank,58.84
51,12,11,19,Bank,44.07
67,7,10,18,Hospital,112.63
229,1,7,17,Bank,1614.79
73,9,12,19,Hospital,120.33
294,7,8,7,Hospital,354.57
207,10,19,0,Office,413.04
65,12,5,23,Hospital,46.32
165,9,6,23,Hospital,130.1
20,7,5,14,Bank,26.05
98,2,5,18,Hospital,271.49
142,6,14,9,Hospital,346.6
42,10,17,11,Office,82.99
131,12,15,5,Bank,169.07
279,11,12,12,Bank,312.04
168,4,3,3,Office,150.98
81,3,15,12,Hospital,429.01
178,2,8,16,Office,719.08
95,6,12,0,Bank,195.8
242,8,5,4,Office,168.86
268,6,8,23,Bank,360.99
183,9,17,16,Office,355.59
213,14,7,17,Hospital,135.91
77,5,7,6,Hospital,123.51
111,2,3,15,Bank,183.18
299,8,9,7,Office,360.16
288,9,8,11,Bank,260.87
186,14,15,13,Hospital,213.06
41,10,10,18,Bank,49.07
141,4,16,10,Hospital,576.38
60,6,19,11,Bank,200.85
191,11,13,12,Office,239.29
262,10,14,7,Hospital,389.32
62,8,8,0,Bank,81.78
127,9,11,8,Hospital,180.94
192,12,11,1,Office,194.42
234,5,3,13,Hospital,146.64
172,12,15,12,Office,233.1
118,6,14,15,Hospital,307.39
256,11,7,1,Office,156.84
111,4,10,3,Hospital,302.33
41,5,14,11,Office,128.68
96,7,10,15,Bank,141.19
22,9,14,9,Bank,49.83
67,10,6,2,Hospital,72.17
154,11,15,3,Office,230.43
143,13,6,5,Bank,73.4
190,6,10,22,Hospital,330.06
189,14,9,4,Bank,132.51
209,6,8,17,Office,299.78
264,8,9,2,Hospital,314.29
218,11,4,9,Office,92.24
260,4,16,10,Office,1074.75
139,3,9,18,Office,439.55
65,14,2,13,Bank,27.34
92,7,8,20,Hospital,114.92
211,5,3,10,Office,136.65
133,2,15,20,Bank,1008.02
7,2,19,3,Office,74.49
246,11,16,23,Bank,379.02
125,6,15,21,Hospital,342.37
106,8,18,5,Hospital,254.77
42,1,17,16,Hospital,746.49
137,11,2,21,Hospital,44.88
206,6,8,18,Office,307.79
25,12,12,12,Bank,36.01
246,2,6,21,Hospital,762.03
113,2,18,9,Office,1041.8
88,7,12,10,Hospital,179.8
87,10,9,5,Hospital,101.88
295,1,11,1,Hospital,3264.01
73,6,13,0,Bank,171.77
133,14,11,10,Bank,108.79
200,7,14,15,Bank,411.06
144,14,19,2,Hospital,207.66
287,8,11,4,Office,397.16
238,7,18,14,Office,627.35
27,6,17,14,Office,100.34
157,9,6,3,Hospital,131.15
281,13,4,22,Bank,95.89
65,3,16,3,Office,373.9
56,11,3,7,Hospital,31.29
157,6,14,6,Hospital,372.91
241,4,9,16,Office,541.98
36,2,18,14,Office,330.73
59,1,5,4,Hospital,320.72
40,12,10,12,Office,43.89
114,12,16,3,Hospital,175.23
181,14,10,21,Office,155.81
299,1,10,16,Bank,2992.3
101,11,15,21,Hospital,161.08
217,10,17,16,Bank,382.67
141,3,18,13,Office,854.97
10,4,14,13,Hospital,64.48
113,2,10,16,Office,577.99
39,13,16,7,Hospital,65.31
43,12,8,1,Office,58.45
154,11,2,12,Bank,41.66
122,11,2,21,Bank,38.66
265,14,6,15,Office,138.06
91,11,10,15,Bank,88.17
80,1,13,5,Bank,1058.75
218,4,7,21,Office,392.99
289,7,14,23,Hospital,594.19
243,10,9,3,Office,231.8
169,11,16,2,Hospital,261.46
91,6,7,5,Bank,121.92
145,6,7,3,Bank,181.04
164,11,5,17,Bank,81.11
50,9,12,5,Bank,81.39
116,14,19,4,Bank,165.5
49,2,4,8,Hospital,115.7
251,4,4,10,Hospital,271.34
108,5,13,5,Hospital,304.04
89,1,7,15,Office,640.73
138,8,7,18,Bank,128.21
112,8,9,10,Bank,141.93
22,6,16,20,Bank,67.11
98,12,19,14,Office,165.58
154,5,17,23,Office,528.32
250,8,7,8,Office,240.63
293,3,18,23,Bank,1768.09
213,3,10,18,Hospital,731.48
130,2,19,18,Office,1257.32
239,5,6,23,Office,298.46
126,3,7,8,Hospital,304.38
142,3,13,22,Office,630.82
119,6,12,3,Hospital,260.16
166,8,17,9,Bank,360.91
205,2,18,8,Hospital,1875.32
238,4,10,18,Hospital,597.6
32,11,2,14,Bank,23.66
15,7,4,18,Office,29.11
210,1,10,1,Bank,2113.2
171,1,14,9,Office,2385.65
251,12,15,18,Office,337.74
51,13,8,16,Hospital,44.2
250,10,5,19,Bank,131.45
131,7,13,23,Hospital,262.09
151,14,15,20,Bank,174.64
122,7,3,1,Bank,66.76
156,1,2,18,Hospital,338.25
76,1,19,16,Office,1464.71
141,4,9,17,Office,334.02
179,5,4,16,Bank,156.11
293,5,7,1,Office,417.56
23,4,14,18,Hospital,95.24
199,8,10,0,Hospital,275.02
179,7,10,10,Hospital,281.57
145,9,10,9,Bank,176.18
250,7,16,4,Bank,577.83
97,10,14,15,Office,157.17
243,1,17,23,Hospital,4142.87
209,13,3,4,Hospital,75.77
52,14,15,23,Bank,63.89
249,7,7,22,Bank,270.79
299,1,3,11,Bank,896.35
132,7,9,3,Hospital,202.06
286,10,5,22,Hospital,160.47
21,8,15,5,Office,51.72
75,11,12,18,Hospital,103.18
273,9,15,8,Office,465.12
286,12,13,11,Office,324.33
11,3,17,14,Hospital,77.17
107,4,7,15,Office,197.34
197,4,2,12,Office,116.91
245,12,13,20,Bank,269.11
66,9,8,23,Hospital,73.29
21,13,9,6,Office,19.93
175,7,10,22,Office,261.47
29,3,3,19,Office,53.18
255,10,18,3,Hospital,473.08
257,5,14,10,Bank,724.48
211,7,6,7,Bank,192.21
33,8,11,5,Hospital,62.78
121,1,13,9,Hospital,1608.6
286,12,18,6,Hospital,447.86
148,2,7,6,Hospital,540.35
29,7,4,3,Bank,33.18
160,11,16,2,Office,254.2
77,13,8,23,Office,64.02
124,14,7,6,Hospital,80.87
97,13,5,3,Hospital,71.48
90,2,6,12,Office,284.3
122,7,4,19,Bank,76.62
237,9,10,16,Hospital,278.81
203,11,7,6,Hospital,137.09
210,2,14,16,Bank,1485.75
151,7,5,3,Bank,101.42
275,4,3,10,Bank,216.21
143,11,5,2,Hospital,83.57
185,13,9,10,Bank,153.76
34,2,14,2,Hospital,245.18
61,13,11,11,Hospital,65.31
236,7,19,0,Bank,649.62
150,13,10,3,Office,129.0
52,5,2,13,Bank,26.95
198,1,14,0,Office,2786.43
228,5,19,13,Bank,867.58
140,12,16,12,Bank,199.17
26,12,3,12,Hospital,10.25
10,3,12,23,Hospital,59.82
208,7,15,14,Hospital,461.51
243,6,16,16,Hospital,675.11
189,8,15,11,Hospital,386.66
296,13,17,21,Hospital,404.76
224,5,16,22,Hospital,746.54
120,2,10,13,Office,612.79
53,9,6,11,Office,43.57
177,14,6,17,Hospital,108.08
86,11,12,3,Office,112.46
49,8,5,13,Bank,40.66
24,6,19,18,Office,95.81
225,13,4,12,Hospital,91.15
127,10,5,22,Office,78.02
238,7,15,17,Bank,510.71
225,9,8,10,Office,213.11
7,7,9,5,Hospital,33.36
186,3,17,8,Bank,1063.14
210,6,16,11,Bank,576.32
44,11,8,18,Office,49.69
63,13,18,13,Bank,91.08
66,11,13,14,Bank,78.77
136,7,19,10,Bank,378.04
64,2,15,5,Hospital,496.33
126,3,16,13,Bank,684.35
111,4,16,2,Office,453.97
100,10,6,18,Office,70.69
239,6,17,19,Bank,694.54
66,1,6,10,Office,412.04
260,9,3,23,Bank,91.75
53,5,10,16,Office,121.12
163,13,10,16,Bank,145.04
128,12,5,22,Bank,65.39
211,14,16,2,Bank,255.29
52,7,12,13,Hospital,103.88
140,9,2,6,Office,53.3
205,9,19,18,Bank,459.0
254,1,2,2,Hospital,522.46
299,1,9,1,Hospital,2702.73
213,3,17,16,Bank,1218.23
215,6,19,8,Bank,696.96
196,2,10,21,Bank,989.36
48,10,13,5,Bank,65.03
33,12,19,23,Bank,61.49
63,11,6,20,Office,53.55
75,1,3,8,Bank,232.15
96,1,8,4,Bank,782.25
269,13,11,1,Office,250.77
224,5,16,21,Hospital,738.48
219,4,8,14,Office,452.8
281,1,6,8,Hospital,1711.81
68,4,16,18,Hospital,286.01
296,3,16,9,Office,1586.98
249,2,11,3,Bank,1377.63
66,9,15,9,Hospital,126.56
174,14,11,7,Bank,141.09
273,11,18,21,Office,474.54
271,1,15,12,Hospital,4100.2
58,7,3,6,Bank,32.38
20,14,17,6,Hospital,44.93
12,13,14,3,Hospital,31.61
108,4,10,14,Office,292.75
63,5,8,11,Bank,119.94
44,10,17,15,Bank,72.36
241,5,11,5,Hospital,553.53
98,1,10,8,Bank,980.85
226,6,8,2,Hospital,333.64
208,13,17,7,Office,290.08
142,9,10,6,Office,167.01
211,2,18,3,Bank,1907.31
85,7,8,12,Office,110.12
222,6,12,18,Office,462.68
6,5,9,6,Bank,28.09
182,4,8,9,Hospital,375.96
283,4,13,11,Office,947.62
150,6,8,2,Bank,221.24
228,4,9,23,Bank,516.87
66,5,8,11,Bank,116.11
298,13,7,18,Office,187.44
243,6,10,14,Office,428.63
199,5,14,7,Hospital,574.84
170,7,8,11,Hospital,219.99
226,9,9,19,Hospital,266.98
65,10,18,5,Hospital,137.74
133,7,18,9,Hospital,357.57
177,7,17,1,Hospital,451.06
160,4,3,23,Bank,131.73
114,1,9,12,Hospital,1042.33
273,14,18,6,Office,369.09
282,8,14,7,Hospital,504.72
78,4,19,22,Office,380.84
211,1,11,15,Hospital,2346.31
283,5,3,10,Bank,167.52
208,14,3,3,Bank,60.89
165,14,15,16,Office,177.7
32,8,17,15,Hospital,75.88
261,4,8,18,Bank,528.51
169,13,13,22,Bank,181.01
67,12,15,10,Hospital,113.03
26,8,5,6,Office,31.65
74,8,5,12,Office,59.52
100,3,19,18,Office,652.39
167,9,4,16,Bank,78.13
83,3,2,21,Hospital,76.31
9,1,18,12,Bank,163.6
124,2,8,11,Bank,506.58
182,6,17,6,Bank,524.76
180,12,6,0,Bank,94.37
221,10,8,0,Hospital,197.96
60,2,15,19,Bank,461.11
191,6,3,22,Bank,113.73
236,14,4,13,Office,71.19
259,1,18,14,Bank,4671.47
108,11,17,10,Hospital,181.59
81,13,9,23,Bank,72.17
234,1,19,8,Hospital,4471.28
262,5,16,16,Hospital,861.96
268,10,8,3,Hospital,229.47
186,13,10,19,Office,164.28
260,11,7,18,Office,169.74
42,9,19,6,Bank,86.52
180,14,19,0,Bank,245.35
31,8,15,8,Bank,67.89
280,3,15,12,Hospital,1424.73
144,3,15,23,Hospital,719.17
291,1,5,1,Hospital,1484.26
95,14,5,1,Bank,44.85
65,3,16,23,Bank,345.69
167,14,16,14,Bank,201.56
147,12,19,16,Bank,250.4
257,12,15,12,Office,340.45
273,12,2,6,Office,68.19
295,13,11,8,Office,255.05
191,11,11,11,Bank,198.1
295,1,11,2,Office,3253.53
90,8,3,22,Office,60.77
170,1,9,21,Bank,1544.48
118,5,2,14,Office,82.13
187,9,2,6,Bank,48.28
211,7,5,22,Bank,155.64
260,4,8,0,Bank,529.0
239,11,10,13,Hospital,246.92
7,9,17,18,Bank,20.66
212,9,6,15,Office,157.2
201,2,3,9,Office,317.18
129,10,12,0,Bank,165.08
142,10,19,4,Hospital,285.23
29,11,14,2,Hospital,55.95
72,12,12,16,Hospital,90.74
65,6,18,17,Office,209.95
33,4,6,20,Hospital,76.1
23,8,14,18,Hospital,72.57
175,12,2,21,Bank,33.28
78,11,11,21,Hospital,95.26
65,7,9,17,Hospital,97.8
157,7,9,15,Hospital,223.17
280,11,7,1,Bank,184.41
52,10,13,14,Bank,79.28
215,9,8,12,Hospital,218.84
143,13,17,12,Office,184.32
114,5,10,15,Office,246.44
187,6,11,7,Bank,349.61
32,1,11,10,Hospital,375.22
201,6,11,7,Office,377.22
195,2,17,21,Hospital,1685.87
55,6,2,9,Bank,34.73
153,9,18,22,Office,324.98
272,8,15,0,Bank,525.55
54,9,18,11,Hospital,122.78
250,13,15,8,Bank,294.12
117,10,9,4,Bank,120.57
174,8,10,8,Bank,222.13
170,3,9,15,Bank,530.12
18,8,14,17,Office,44.23
207,6,18,7,Hospital,644.51
292,13,8,22,Office,209.39
193,6,18,10,Hospital,594.06
159,6,2,19,Hospital,73.48
59,3,6,18,Hospital,145.38
186,10,7,3,Hospital,156.86
214,1,3,19,Hospital,659.71
79,12,17,9,Office,123.3
281,14,6,23,Hospital,138.8
137,4,6,12,Bank,225.64
63,10,13,19,Office,94.95
186,12,4,13,Office,77.55
68,6,17,20,Hospital,209.68
264,11,7,1,Bank,182.94
197,12,16,3,Bank,273.76
147,10,16,6,Hospital,248.18
108,2,17,18,Hospital,931.22
218,7,14,16,Bank,432.01
246,7,13,15,Office,466.04
213,11,11,12,Office,233.56
97,4,15,23,Hospital,393.02
146,4,3,23,Office,129.3
116,1,4,21,Office,482.88
63,13,10,22,Bank,57.58
47,2,12,17,Office,302.42
211,9,12,20,Bank,293.34
272,10,11,11,Hospital,331.83
122,8,15,22,Hospital,248.06
24,8,10,0,Bank,49.4
226,9,11,14,Bank,292.34
170,7,10,2,Hospital,268.01
135,13,6,5,Bank,58.23
160,9,9,13,Hospital,186.5
188,10,12,22,Hospital,244.71
94,12,2,5,Hospital,32.56
98,2,11,0,Hospital,548.62
17,6,2,19,Hospital,25.63
297,3,8,5,Hospital,812.23
234,11,15,7,Office,324.97
296,6,6,14,Office,300.69
30,3,18,13,Hospital,203.41
79,8,7,15,Office,90.23
154,11,17,19,Bank,249.33
152,13,12,22,Bank,158.36
12,4,11,15,Hospital,52.4
33,12,16,18,Office,58.62
213,10,8,23,Bank,173.98
132,6,3,0,Bank,65.08
120,9,13,3,Bank,196.32
148,2,13,23,Bank,979.92
239,2,17,9,Office,2036.75
11,7,7,19,Bank,22.09
49,2,4,17,Bank,107.3
243,2,3,1,Bank,372.58
159,4,6,3,Hospital,255.64
185,9,12,14,Bank,259.34
219,8,4,3,Bank,125.23
92,2,4,15,Office,201.82
260,8,6,14,Bank,204.16
77,4,12,17,Bank,239.9
183,2,4,6,Bank,382.56
216,11,14,14,Hospital,298.15
297,10,9,21,Office,282.81
238,7,11,10,Office,388.75
243,6,3,18,Hospital,143.92
227,14,5,7,Hospital,97.79
123,10,19,23,Office,254.45
268,5,5,0,Bank,270.47
211,11,10,2,Office,203.94
99,1,17,4,Hospital,1707.28
226,2,7,17,Bank,793.07
280,8,5,11,Office,178.99
235,1,10,11,Bank,2360.44
123,3,14,20,Bank,572.12
272,2,10,18,Hospital,1370.91
277,5,7,8,Office,408.1
68,4,15,10,Hospital,273.57
15,13,16,16,Office,42.46
102,7,4,15,Office,64.85
75,5,6,3,Bank,99.34
62,8,19,9,Bank,160.05
294,4,15,21,Bank,1104.31
255,12,17,14,Hospital,388.47
280,6,15,18,Bank,713.57
54,4,10,2,Hospital,143.73
220,2,16,20,Bank,1769.74
56,1,8,22,Hospital,470.7
275,14,15,4,Office,305.51
88,14,7,10,Hospital,53.64
297,1,16,23,Hospital,4773.95
130,8,9,4,Hospital,181.73
76,14,3,6,Office,28.58
240,4,9,5,Hospital,570.98
60,5,2,12,Office,33.73
114,11,18,1,Bank,198.05
196,8,6,18,Bank,162.4
97,12,17,10,Office,152.36
60,7,8,19,Hospital,86.49
64,13,8,4,Bank,54.47
142,8,19,8,Hospital,370.49
43,13,19,5,Hospital,84.95
32,8,3,16,Office,23.39
53,6,16,18,Bank,150.01
129,10,15,22,Office,226.14
17,2,19,7,Office,177.44
40,6,10,6,Office,77.51
105,14,15,4,Office,119.48
286,1,6,14,Hospital,1723.22
90,1,12,9,Bank,1092.55
8,11,9,23,Bank,21.13
227,3,6,15,Bank,461.22
170,3,12,8,Hospital,699.9
282,11,6,6,Hospital,165.62
134,13,18,10,Office,201.47
35,5,5,8,Office,53.37
15,1,16,16,Office,251.25
100,10,3,8,Office,56.83
194,6,18,2,Bank,586.14
196,7,13,21,Office,380.98
270,10,18,7,Hospital,511.94
132,12,11,18,Hospital,140.46
242,13,19,19,Hospital,372.37
116,11,19,15,Office,205.36
149,3,14,6,Bank,714.83
69,4,15,6,Bank,267.56
251,10,17,19,Office,445.46
227,11,19,12,Office,411.8
110,10,19,2,Hospital,224.6
185,14,17,11,Hospital,243.26
188,12,18,23,Bank,301.34
230,10,8,7,Hospital,196.18
269,14,13,12,Hospital,284.68
282,10,3,19,Office,94.39
93,10,11,15,Bank,104.04
180,3,6,6,Office,375.93
22,1,4,3,Bank,113.46
110,8,14,11,Office,194.12
275,13,13,16,Bank,284.01
171,10,4,0,Hospital,91.73
17,10,7,16,Bank,22.14
36,2,15,1,Bank,282.67
44,1,5,5,Office,229.97
152,14,14,11,Bank,157.8
222,8,19,10,Bank,536.21
223,7,4,20,Bank,129.52
86,7,7,10,Office,100.69
212,4,17,17,Bank,908.28
205,11,4,7,Office,86.26
42,9,13,6,Hospital,82.91
215,6,5,13,Office,181.42
253,2,2,15,Bank,261.4
231,14,3,11,Hospital,85.72
52,1,14,8,Bank,730.4
22,1,14,19,Office,332.0
299,9,3,22,Hospital,120.05
200,4,17,20,Hospital,865.78
191,5,13,15,Hospital,507.36
228,3,2,20,Bank,162.98
233,4,10,18,Hospital,612.67
81,12,18,15,Hospital,138.78
192,8,11,8,Hospital,283.43
274,13,19,12,Hospital,427.53
99,4,8,4,Office,215.39
136,9,16,21,Bank,240.77
43,9,10,18,Bank,58.47
76,6,11,9,Hospital,169.92
285,2,5,6,Office,727.24
164,12,7,8,Hospital,96.48
191,10,5,13,Bank,108.22
195,11,6,14,Bank,114.97
124,7,10,12,Bank,174.34
224,9,13,9,Hospital,331.8
57,6,9,13,Hospital,112.33
226,3,6,20,Office,461.87
135,14,12,22,Office,124.36
241,7,12,11,Bank,422.89
250,5,14,18,Bank,705.49
230,1,15,5,Office,3465.7
212,3,9,11,Bank,644.58
100,5,19,23,Office,386.6
204,7,13,12,Hospital,395.28
251,3,13,7,Bank,1100.77
76,6,19,15,Bank,250.96
189,5,11,1,Office,430.23
10,13,8,21,Hospital,39.72
210,1,19,6,Bank,4005.12
36,10,13,11,Bank,62.77
103,6,15,6,Office,271.34
260,14,16,18,Hospital,318.68
191,8,17,13,Office,417.86
80,13,3,8,Hospital,43.9
181,13,19,17,Hospital,283.77
291,1,13,10,Office,3799.56
259,2,17,15,Office,2217.62
194,14,14,18,Hospital,213.87
131,4,18,10,Office,625.07
291,12,19,17,Bank,466.08
258,2,4,10,Bank,521.27
217,11,11,3,Bank,231.86
254,9,2,17,Bank,62.28
88,10,7,18,Bank,69.56
17,8,4,12,Office,15.9
49,8,5,3,Hospital,54.07
131,4,4,9,Office,149.53
118,5,9,21,Bank,220.19
280,4,9,4,Bank,645.0
209,13,8,2,Office,130.61
277,9,3,15,Office,102.39
62,13,7,7,Hospital,52.19
223,2,17,23,Bank,1897.29
113,13,11,6,Office,98.37
283,11,5,18,Hospital,146.48
178,8,14,13,Bank,326.36
268,2,11,14,Bank,1492.97
115,1,15,16,Bank,1731.17
191,10,10,20,Office,211.13
273,3,12,0,Bank,1106.46
233,9,19,5,Bank,510.42
160,12,12,22,Hospital,177.55
193,3,18,14,Office,1160.41
276,9,3,11,Hospital,112.49
6,7,4,20,Office,11.33
250,13,12,19,Bank,235.7
214,10,19,1,Hospital,424.49
290,1,4,4,Office,1172.63
17,10,16,8,Office,43.19
100,5,12,19,Bank,254.92
225,9,12,13,Bank,307.43
242,12,12,17,Hospital,264.77
98,3,2,21,Hospital,85.44
273,9,6,7,Office,203.55
175,5,11,1,Hospital,403.68
98,9,11,8,Bank,129.23
153,10,15,6,Hospital,246.88
116,6,3,17,Hospital,76.86
59,9,5,15,Office,42.29
120,7,3,20,Bank,55.25
147,7,19,4,Office,419.43
205,8,14,22,Bank,361.17
184,7,6,14,Bank,165.48
206,12,3,4,Office,73.61
57,9,12,10,Hospital,93.53
184,11,19,21,Office,338.62
141,9,7,13,Hospital,125.53
186,6,11,18,Office,348.64
5,7,18,2,Office,16.69
48,2,12,23,Hospital,317.19
231,9,18,9,Hospital,474.04
102,12,5,5,Hospital,67.73
212,13,15,2,Office,252.62
269,1,5,1,Hospital,1374.22
292,1,15,12,Hospital,4415.45
275,3,5,17,Hospital,466.53
144,12,7,1,Bank,86.41
241,6,10,14,Hospital,427.08
76,5,13,4,Hospital,221.19
159,2,9,14,Hospital,740.94
194,9,5,20,Bank,113.76
272,14,6,16,Bank,140.48
111,13,7,1,Hospital,80.6
236,10,6,17,Hospital,153.08
46,14,9,14,Hospital,47.8
194,4,10,19,Hospital,496.58
143,4,16,22,Bank,593.14
107,5,5,2,Hospital,122.38
175,8,10,4,Bank,232.2
277,10,8,10,Office,233.31
225,4,9,8,Bank,511.94
217,5,16,4,Office,696.03
60,12,16,0,Bank,94.19
106,4,6,13,Bank,178.09
196,14,8,4,Bank,115.59
204,6,7,7,Hospital,247.18
237,12,18,20,Bank,371.12
231,3,11,13,Hospital,855.48
143,8,12,15,Bank,233.04
153,6,16,5,Bank,411.67
119,10,11,7,Office,138.18
67,5,12,1,Bank,172.54
108,13,4,18,Hospital,45.96
160,2,4,8,Office,330.05
277,10,19,4,Office,543.78
10,10,12,4,Bank,5.0
151,7,19,18,Bank,431.35
188,2,16,3,Office,1519.31
32,1,8,15,Hospital,266.95
42,7,11,15,Bank,68.88
123,5,11,15,Office,292.54
297,1,14,6,Hospital,4182.21
248,4,16,17,Bank,1011.71
72,12,19,23,Office,124.22
218,13,5,20,Office,100.92
222,4,18,0,Bank,1011.99
181,10,4,2,Hospital,97.27
168,7,3,20,Hospital,99.89
62,9,5,7,Office,44.42
273,2,2,0,Hospital,292.2
62,12,16,6,Office,93.4
292,14,2,6,Bank,51.35
109,1,7,7,Hospital,787.89
232,2,8,18,Bank,926.42
251,7,13,16,Office,488.91
192,13,2,10,Bank,31.56
87,10,8,14,Hospital,87.45
190,6,14,8,Bank,462.04
256,4,13,16,Hospital,854.3
242,1,13,10,Hospital,3168.38
188,13,14,5,Hospital,214.2
288,1,15,8,Hospital,4332.69
214,5,13,17,Hospital,582.99
101,1,13,19,Office,1323.88
212,12,7,1,Bank,130.2
141,7,11,3,Office,243.32
188,13,10,17,Bank,147.27
80,11,3,0,Bank,33.7
291,1,8,10,Bank,2338.3
146,1,10,2,Office,1474.98
241,2,13,7,Hospital,1582.87
29,13,6,4,Hospital,29.33
294,14,2,19,Office,49.45
71,11,16,20,Hospital,126.65
254,12,9,21,Bank,195.82
122,10,2,21,Hospital,51.18
77,3,19,4,Hospital,506.09
286,13,14,10,Hospital,320.59
14,11,2,11,Bank,10.88
215,1,6,21,Hospital,1307.12
156,9,19,8,Hospital,356.4
9,10,17,20,Hospital,32.72
199,8,11,12,Office,286.69
287,5,5,21,Office,311.88
117,13,2,19,Hospital,41.56
275,11,9,2,Office,251.64
167,2,6,12,Office,524.81
109,5,3,21,Bank,69.19
185,6,18,10,Office,576.93
48,14,8,10,Office,53.11
286,1,18,20,Hospital,5178.73
179,11,7,19,Bank,130.83
166,4,16,20,Bank,680.77
144,9,6,6,Bank,103.88
136,2,16,16,Office,1097.14
91,5,19,15,Hospital,363.33
180,1,19,13,Bank,3418.35
187,4,7,0,Bank,346.65
133,4,3,10,Office,112.77
250,6,18,12,Bank,769.04
93,10,5,0,Hospital,57.88
70,9,13,1,Bank,118.69
162,3,3,8,Hospital,178.54
153,9,3,12,Hospital,62.01
120,6,15,4,Hospital,331.39
218,7,16,8,Office,521.04
298,12,3,12,Office,90.98
257,10,5,4,Hospital,148.74
147,2,10,14,Hospital,758.08
254,11,8,6,Bank,196.09
29,10,14,13,Bank,45.05
281,14,13,15,Bank,268.04
74,6,4,5,Office,78.06
117,6,14,1,Bank,301.71
116,2,16,15,Hospital,958.94
95,2,15,18,Hospital,735.85
22,14,10,4,Office,28.35
153,2,14,3,Office,1080.41
231,10,5,13,Bank,120.37
218,12,9,5,Office,174.63
155,1,4,7,Hospital,655.06
196,5,3,23,Hospital,150.24
